Abu Suweir-el-Mahatta	Egypt	30.56977	32.1146
Abucay	Philippines	14.73347	120.53358
Abuja	Nigeria	9.05785	7.49508
Abuko	Gambia	13.40417	-16.65583
Aburi	Ghana	5.84802	-0.17449
Abuyog	Philippines	10.747	125.0107
Abyei	Sudan	9.59525	28.43493
Abéanou	Ivory Coast	6.97326	-4.2328
Abéché	Chad	13.82916	20.8324
Abū al Maţāmīr	Egypt	30.91018	30.17438
Abū al-Kahṣīb	Iraq	30.4431	47.87802
Abū an Numrus	Egypt	29.95	31.2
Abū Dīs	Palestinian Territory	31.76215	35.26166
Abū Ghaush	Israel	31.80592	35.1093
Abū Ghurayb	Iraq	33.30563	44.18477
Abū Hayl	United Arab Emirates	25.28413	55.33153
Abū Kabīr	Egypt	30.72508	31.67148
Abū Qurqāş	Egypt	27.93043	30.83826
Abū Qīr	Egypt	31.31104	30.06121
Abū Sinān	Israel	32.95891	35.17152
Abū Tīj	Egypt	27.04514	31.31845
Abū Zabad	Sudan	12.35	29.25
Abū Zayyān	Libya	32.09972	12.97861
Abū Ţisht	Egypt	26.12039	32.09543
Abū Ḩammād	Egypt	30.53766	31.67875
Abū Ḩomeyz̧eh	Iran	31.52902	48.2202
Abū Ḩummuş	Egypt	31.09311	30.31418
Abū ‘Arīsh	Saudi Arabia	16.96887	42.83251
Acacia Ridge	Australia	-27.58333	153.03333
Acacias	Spain	40.40107	-3.70726
Acacoyagua	Mexico	15.34252	-92.67579
Acacías	Colombia	3.98695	-73.75797
Academy Garden	United States	40.06178	-74.99628
Acadia	Canada	50.97172	-114.05688
Acajete	Mexico	19.11154	-97.95231
Acajutiba	Brazil	-11.66222	-38.01722
Acajutla	El Salvador	13.59278	-89.8275
Acala	Mexico	16.5561	-92.80772
Acambay	Mexico	19.95522	-99.84428
Acamixtla	Mexico	18.56512	-99.56599
Acanceh	Mexico	20.81291	-89.45332
Acapetahua	Mexico	15.28195	-92.68947
Acaponeta	Mexico	22.49046	-105.36074
Acapulco de Juárez	Mexico	16.84942	-99.90891
Acarape	Brazil	-4.22417	-38.70833
Acaraú	Brazil	-2.88556	-40.12
Acari	Brazil	-6.43556	-36.63889
Acarigua	Venezuela	9.55451	-69.19564
Acarlar	Turkey	37.82444	27.74667
Acará	Brazil	-1.96083	-48.19667
Acate	Italy	37.02318	14.49302
Acatenango	Guatemala	14.55451	-90.94368
Acatic	Mexico	20.78085	-102.91055
Acatlán de Juárez	Mexico	20.42238	-103.59098
Acatlán de Osorio	Mexico	18.2025	-98.04864
Acatlán de Pérez Figueroa	Mexico	18.53881	-96.60514
Acatzingo	Mexico	18.98196	-97.78363
Acauã	Brazil	-8.215	-41.08167
Acayuca	Mexico	20.02793	-98.84123
Acayucan	Mexico	17.94979	-94.91386
Accokeek	United States	38.66762	-77.02831
Accra	Ghana	5.55602	-0.1969
Accrington	United Kingdom	53.75379	-2.35863
Acerra	Italy	40.94477	14.3714
Aceuchal	Spain	38.64627	-6.48636
Achacachi	Bolivia	-16.04707	-68.68534
Achada Eugénio Lima	Cabo Verde	14.92874	-23.52068
Achada Santo Antonio	Cabo Verde	14.91034	-23.51749
Achadinha	Cabo Verde	14.92833	-23.51171
Achaguas	Venezuela	7.77917	-68.22373
Achalpur	India	21.25665	77.51006
Achampet	India	16.3982	78.63758
Achanputtūr	India	9.04143	77.29693
Acharapākkam	India	12.40279	79.81699
Acharnés	Greece	38.08333	23.73333
Achchippatti	India	10.69979	77.01248
Achel	Belgium	51.253	5.47977
Acheng	China	45.54558	126.95191
Achern	Germany	48.63115	8.07607
Achhnera	India	27.17826	77.75674
Achhībal	India	33.68409	75.21835
Achicourt	France	50.27429	2.75779
Achikulak	Russia	44.55167	44.83778
Achim	Germany	53.01416	9.0263
Achinsk	Russia	56.26792	90.50145
Achit	Russia	56.80049	57.90152
Achkhoy-Martan	Russia	43.19219	45.28345
Achocalla	Bolivia	-16.57386	-68.15112
Achères	France	48.96115	2.06882
Achí	Colombia	8.5695	-74.55715
Aci Castello	Italy	37.55564	15.14535
Aci Catena	Italy	37.60614	15.14165
Aci Sant'Antonio	Italy	37.60499	15.12294
Acigné	France	48.13538	-1.5337
Acilia-Castel Fusano-Ostia Antica	Italy	41.76337	12.33078
Acireale	Italy	37.60886	15.16577
Acocks Green	United Kingdom	52.45	-1.81667
Acolla	Peru	-11.73193	-75.54634
Acolman de Netzahualcóyotl	Mexico	19.63976	-98.90777
Aconibe	Equatorial Guinea	1.29683	10.93691
Acopiara	Brazil	-6.09528	-39.4525
Acornhoek	South Africa	-24.5878	31.09467
Acoua	Mayotte	-12.72391	45.05819
Acoyapa	Nicaragua	11.97028	-85.17113
Acquaviva	San Marino	43.94593	12.4185
Acquaviva delle Fonti	Italy	40.89704	16.8433
Acqui Terme	Italy	44.67552	8.46934
Acre	Israel	32.92814	35.07647
Acrelândia	Brazil	-9.82778	-66.88333
Acreúna	Brazil	-17.39556	-50.37694
Acri	Italy	39.49624	16.38635
Actipan de Morelos	Mexico	18.96003	-97.79904
Acton	Canada	43.62969	-80.04149
Acton	United Kingdom	51.50901	-0.2762
Acton	United States	42.48509	-71.43284
Acton Vale	Canada	45.65007	-72.56582
Actopan	Mexico	20.26896	-98.94216
Acuitlapilco	Mexico	19.27333	-98.23542
Acuitzio del Canje	Mexico	19.49639	-101.33294
Acultzingo	Mexico	18.71894	-97.30367
Acushnet	United States	41.68066	-70.90782
Acworth	United States	34.06635	-84.67837
Acámbaro	Mexico	20.03248	-100.72434
Acıgöl	Turkey	38.55028	34.50917
Acıpayam	Turkey	37.42385	29.34941
Acırlı	Turkey	37.45619	41.29509
Ad Dabbah	Sudan	18.05	30.95
Ad Darb	Saudi Arabia	17.72285	42.25261
Ad Darbāsīyah	Syria	37.07279	40.65199
Ad Darwa	Morocco	33.37487	-7.5356
Ad Dasmah	Kuwait	29.365	48.00139
Ad Dawādimī	Saudi Arabia	24.50772	44.39237
Ad Dawḩah	Palestinian Territory	31.69948	35.18047
Ad Dawḩah al Jadīdah	Qatar	25.27707	51.53286
Ad Dilam	Saudi Arabia	23.99104	47.16181
Ad Dilinjāt	Egypt	30.82796	30.53552
Ad Dindar	Sudan	13.2	34.16667
Ad Dir‘īyah	Saudi Arabia	24.75187	46.53874
Ad Douiem	Sudan	14.0012	32.3116
Ad Dujayl	Iraq	33.84667	44.23444
Ad Duraykīsh	Syria	34.89514	36.14303
Ad Dānā	Syria	36.21254	36.76998
Ad-Damazin	Sudan	11.7891	34.3592
Ad-Damir	Sudan	17.59898	33.97205
Ad-Dindar	Sudan	13.334	34.09268
Ada	United States	34.77453	-96.67834
Adachi	Japan	35.76318	139.80761
Adahidoukou	Ivory Coast	5.31083	-5.2246
Adaikkakuzhi	India	8.30779	77.1411
Adalaj	India	23.16453	72.58107
Adalar	Turkey	40.86778	29.13306
Adam	Oman	22.37934	57.52718
Adamantina	Brazil	-21.68528	-51.0725
Adamovka	Russia	51.51992	59.93738
Adampur	India	29.28026	75.46818
Adams	United States	42.62425	-73.1176
Adams Morgan	United States	38.9215	-77.0422
Adamstown	Australia	-32.93824	151.72541
Adamstown	Pitcairn	-25.06597	-130.10147
Adamstown Heights	Australia	-32.94906	151.71009
Adana	Turkey	36.98615	35.32531
Adani	Nigeria	6.73971	7.01117
Adaou	Ivory Coast	5.42783	-3.26443
Adapazarı	Turkey	40.78056	30.40333
Adbhār	India	21.95345	83.02475
Adda-Douéni	Comoros	-12.2925	44.49722
Addanki	India	15.81061	79.97338
Addington	New Zealand	-43.55	172.61667
Addis Ababa	Ethiopia	9.02497	38.74689
Addison	United States	41.9317	-87.98896
Addlestone	United Kingdom	51.37135	-0.49353
Addo	South Africa	-33.54833	25.6899
Addūru	India	12.92049	74.95656
Adebaye	Ethiopia	14.20226	36.75955
Adegem	Belgium	51.20509	3.4954
Adeje	Spain	28.12271	-16.726
Adel	United States	31.13727	-83.42408
Adelaide	Australia	-34.92866	138.59863
Adelaide	South Africa	-32.70747	26.29564
Adelaide city centre	Australia	-34.92873	138.60334
Adelaide Hills	Australia	-34.91119	138.70735
Adelanto	United States	34.58277	-117.40922
Adelebsen	Germany	51.58272	9.75461
Adelfas	Spain	40.40112	-3.67097
Adelfia	Italy	41.0033	16.87208
Adelia María	Argentina	-33.63217	-64.02103
Adelphi	United States	39.00317	-76.97192
Adelsdorf	Germany	49.47022	10.68522
Adelsheim	Germany	49.4015	9.3925
Aden	Yemen	12.77957	45.03852
Adendorf	Germany	53.28189	10.43787
Adenta	Ghana	5.71417	-0.15418
Adh Dhayd	United Arab Emirates	25.28812	55.88157
Adh Dhibiyah	Saudi Arabia	26.027	43.157
Adi Keyh	Eritrea	14.84444	39.37722
Adiaké	Ivory Coast	5.28634	-3.30403
Adichānallūr	India	8.88049	76.71558
Adigaratti	India	11.33442	76.69705
Adikokoi	Ivory Coast	6.63331	-3.71193
Adilcevaz	Turkey	38.79911	42.73159
Adilpur	Pakistan	27.93677	69.31941
Adirampattinam	India	10.34059	79.37905
Adiwerna	Indonesia	-6.9375	109.1325
Adiyanuthu	India	10.33075	77.98118
Adiékro	Ivory Coast	7.06743	-3.69271
Adjaméné	Ivory Coast	4.76645	-6.84326
Adjaouèrè	Benin	7.00228	2.60591
Adjarra	Benin	6.53445	2.66833
Adjud	Romania	46.09911	27.18143
Adjumani	Uganda	3.37786	31.7909
Adjuntas	Puerto Rico	18.16274	-66.72212
Adler	Russia	43.42896	39.92391
Adlershof	Germany	52.43548	13.54825
Adligenswil	Switzerland	47.06521	8.36124
Adlington	United Kingdom	53.61323	-2.60676
Adliswil	Switzerland	47.30997	8.52462
Admiralteisky	Russia	59.923	30.3
Admiralty	Hong Kong	22.28025	114.16337
Admiralty	Singapore	1.44069	103.80093
Ado-Ekiti	Nigeria	7.62329	5.22087
Ado-Odo	Nigeria	6.59546	2.94176
Adolfo López Mateos	Mexico	28.46667	-107.3
Adolfo López Mateos (El Tamarindo)	Mexico	24.89639	-107.63278
Adolfo Ruiz Cortines	Mexico	25.70387	-108.71894
Adolfo Ruíz Cortínes	Mexico	25.75	-108.75
Adoni	India	15.62788	77.27495
Adorf	Germany	50.32011	12.25986
Adoru	Nigeria	6.97694	7.16262
Adra	India	23.49668	86.68363
Adra	Spain	36.74831	-3.02076
Adrano	Italy	37.66358	14.83283
Adrar	Algeria	27.87429	-0.29388
Adrasmon	Tajikistan	40.64928	69.98472
Adria	Italy	45.05445	12.05599
Adrian	United States	41.89755	-84.03717
Adriano	Italy	45.51342	9.24871
Adrianópolis	Brazil	-24.65722	-48.99111
Adro	Italy	45.62059	9.96159
Adrogué	Argentina	-34.80041	-58.38384
Adré	Chad	13.46648	22.19875
Adustina	Brazil	-10.53333	-38.1
Aduthurai	India	11.01542	79.48093
Adwa	Ethiopia	14.16347	38.89924
Adwick le Street	United Kingdom	53.57077	-1.18454
Adygeysk	Russia	44.88524	39.19059
Adyār	India	12.87033	74.92257
Adzopé	Ivory Coast	6.10694	-3.86194
Adâncata	Romania	47.73333	26.3
Adébem	Ivory Coast	5.47349	-5.83667
Adérbissinat	Niger	15.6275	7.8945
Adéta	Togo	7.13333	0.73333
Adātt	India	10.54404	76.1423
Adămuş	Romania	46.3	24.23333
Adıyaman	Turkey	37.76441	38.27629
Adūr	India	9.15595	76.73192
Aegina	Greece	37.74667	23.4275
Aerodrom	Ukraine	47.13218	37.55873
Aerzen	Germany	52.04953	9.25856
Aesch	Switzerland	47.47104	7.5973
Afaahiti	French Polynesia	-17.74395	-149.32444
Afanyangan	Togo	6.48333	1.65
Afega	Samoa	-13.79726	-171.85308
Affalikro	Ivory Coast	6.64548	-3.38381
Affery	Ivory Coast	6.32035	-3.95235
Affing	Germany	48.46667	10.98333
Affiénou	Ivory Coast	5.41118	-2.92478
Affoltern am Albis	Switzerland	47.27743	8.45128
Affton	United States	38.55061	-90.33317
Afgooye	Somalia	2.1381	45.1212
Afif	Saudi Arabia	23.9065	42.91724
Afikpo	Nigeria	5.89258	7.93534
Afipskiy	Russia	44.90005	38.84265
Afis	Syria	35.9069	36.80419
Aflao	Ghana	6.11982	1.19012
Aflou	Algeria	34.11279	2.10228
Afogados da Ingazeira	Brazil	-7.75083	-37.63917
Afonso Bezerra	Brazil	-5.49833	-36.50556
Afonso Cláudio	Brazil	-20.07417	-41.12389
Afonso Cunha	Brazil	-4.13278	-43.32417
Afourer	Morocco	32.20721	-6.53824
Afragola	Italy	40.92298	14.30935
Afrânio	Brazil	-8.515	-41.005
Afula	Israel	32.60907	35.2892
Afumaţi	Romania	44.51667	26.26667
Afurada de Baixo	Portugal	41.14389	-8.64639
Afuá	Brazil	-0.15667	-50.38667
Afyonkarahisar	Turkey	38.75667	30.54333
Afzalgarh	India	29.3937	78.67393
Afzalpur	India	17.19986	76.36018
Afántou	Greece	36.29354	28.16225
Aféré	Ivory Coast	6.90283	-4.08374
Afşin	Turkey	38.24769	36.91399
Af’abet	Eritrea	16.18834	38.68729
Aga	Egypt	30.94162	31.29039
Aga	Philippines	14.0965	120.80217
Agabar	Somalia	9.92618	43.91673
Agadez	Niger	16.97333	7.99111
Agadir	Morocco	30.42018	-9.59815
Agaete	Spain	28.10023	-15.69998
Agaie	Nigeria	9.0085	6.31821
Agalatovo	Russia	60.2195	30.27388
Agana Heights Village	Guam	13.46559	144.74795
Agano	Japan	37.83605	139.22332
Agapovka	Russia	53.29712	59.13401
Agar	India	23.71177	76.01571
Agaram	India	10.44325	77.94848
Agareb	Tunisia	34.74059	10.52527
Agartala	India	23.83605	91.27939
Agassiz	Canada	49.23298	-121.76926
Agastinuagan	India	19.37003	85.03428
Agastīswaram	India	8.09964	77.52153
Agat Village	Guam	13.383	144.66003
Agate Beach	United States	44.67734	-124.06178
Agats	Indonesia	-5.54505	138.13522
Agatti	India	10.83522	72.18217
Agawam	United States	42.06954	-72.61481
Agba-Mbayassou	Ivory Coast	7.11518	-4.26818
Agbabu	Nigeria	6.58862	4.8343
Agbaou	Ivory Coast	6.34136	-3.85433
Agbor	Nigeria	6.25375	6.1942
Agbossou	Ivory Coast	6.86144	-4.0816
Agboville	Ivory Coast	5.92801	-4.21319
Agde	France	43.31083	3.47583
Agdz	Morocco	30.69356	-6.44628
Agege	Nigeria	6.61563	3.33337
Agen	France	44.20199	0.62055
Agenebode	Nigeria	7.10512	6.69381
Ageo	Japan	35.97145	139.61382
Agerola	Italy	40.63771	14.53884
Ageyevo	Russia	54.15883	36.46927
Aghajari	Iran	30.7006	49.8315
Aghbala	Morocco	32.48076	-5.64295
Aghdam	Azerbaijan	39.99096	46.92736
Aghjabadi	Azerbaijan	40.05015	47.45937
Aghlal	Algeria	35.20111	-1.06958
Aghstafa	Azerbaijan	41.11889	45.45389
Aghsu	Azerbaijan	40.57028	48.40087
Agidel’	Russia	55.90867	53.93437
Agigea	Romania	44.09258	28.61079
Agincourt North	Canada	43.80418	-79.27528
Agincourt South-Malvern West	Canada	43.78866	-79.26561
Aginskoye	Russia	51.10754	114.54173
Agios Dimitrios	Greece	37.93333	23.73333
Agios Ioannis Rentis	Greece	37.96491	23.66511
Agira	Italy	37.6558	14.51972
Aglantziá	Cyprus	35.15422	33.39643
Aglayan	Philippines	8.055	125.13417
Agliana	Italy	43.90246	11.00531
Aglipay	Philippines	16.4889	121.645
Agneaux	France	49.11905	-1.1061
Agnibilékrou	Ivory Coast	7.13113	-3.20415
Agnita	Romania	45.96667	24.61667
Ago-Are	Nigeria	8.50498	3.42125
Agogo	Ghana	6.80004	-1.08193
Agoo	Philippines	16.08333	120.1
Agou	Ivory Coast	5.98289	-3.94393
Agoura	United States	34.14306	-118.73787
Agoura Hills	United States	34.13639	-118.77453
Agouraï	Morocco	33.63	-5.58
Agoué	Benin	6.2463	1.67624
Agra	India	27.18333	78.01667
Agrahāra Sāmakkulam	India	11.15279	77.01104
Agramunt	Spain	41.78686	1.09683
Agrate Brianza	Italy	45.57431	9.34793
Agrestina	Brazil	-8.45806	-35.94472
Agrigento	Italy	37.31065	13.57661
Agriá	Greece	39.34078	23.01258
Agrolândia	Brazil	-27.41167	-49.82556
Agronômica	Brazil	-27.265	-49.71111
Agropoli	Italy	40.34923	14.99067
Agryz	Russia	56.5234	52.99431
Agrínio	Greece	38.62139	21.40778
Agua Blanca Sur	Honduras	15.25	-87.88333
Agua Caliente	United States	38.32408	-122.48804
Agua de Dios	Colombia	4.37648	-74.66995
Agua Dulce	Mexico	18.13909	-94.14527
Agua Prieta	Mexico	31.3224	-109.54251
Agua Rasa	Brazil	-23.56684	-46.57188
Aguacatán	Guatemala	15.34222	-91.31141
Aguachica	Colombia	8.30844	-73.6166
Aguada	Puerto Rico	18.37939	-67.18824
Aguada de Pasajeros	Cuba	22.3852	-80.84792
Aguadas	Colombia	5.61161	-75.45624
Aguadilla	Puerto Rico	18.42745	-67.15407
Aguadulce	Panama	8.24146	-80.53978
Aguadulce	Spain	36.81409	-2.57235
Aguaray	Argentina	-22.24487	-63.73533
Aguas Buenas	Puerto Rico	18.2569	-66.10294
Aguas Verdes	Peru	-3.48139	-80.245
Aguascalientes	Mexico	21.88262	-102.2843
Aguaytía	Peru	-9.03778	-75.50906
Aguazul	Colombia	5.17282	-72.54706
Aguaí	Brazil	-22.05944	-46.97861
Agudo	Brazil	-29.64528	-53.24
Agudos	Brazil	-22.46917	-48.9875
Agudos do Sul	Brazil	-25.9925	-49.33528
Aguelhok	Mali	19.46139	0.85889
Aguelmous	Morocco	33.16139	-5.84626
Agui	Japan	34.93499	136.91299
Aguiar	Brazil	-7.09194	-38.17056
Aguiar da Beira	Portugal	40.81726	-7.54431
Aguilar	Philippines	15.8884	120.2378
Aguilar	Spain	37.51476	-4.65717
Aguilar de Campoo	Spain	42.79452	-4.25892
Aguilares	Argentina	-27.4315	-65.61465
Aguilares	El Salvador	13.95722	-89.18972
Aguililla	Mexico	18.73696	-102.78853
Aguisan	Philippines	10.1603	122.8615
Aguié	Niger	13.50601	7.77863
Agulu	Nigeria	6.10045	7.061
Agupit	Philippines	13.4225	123.32472
Agusan	Philippines	8.49056	124.73722
Agustín Codazzi	Colombia	10.03672	-73.23558
Agutaya	Philippines	11.148	120.9417
Agía Paraskeví	Greece	38.01667	23.83333
Agía Varvára	Greece	37.98938	23.66011
Agüimes	Spain	27.90539	-15.44609
Agăş	Romania	46.48333	26.21667
Ah Lel	Myanmar	16.9224	96.06344
Ah Pyin Pa Dan	Myanmar	16.86061	96.02815
Ah Twin Pa Dan	Myanmar	16.87159	96.0295
Ahar	Iran	38.4774	47.0699
Ahau	Fiji	-12.5	177.05
Ahaus	Germany	52.07936	7.01344
Ahero	Kenya	-0.17359	34.9189
Ahfir	Morocco	34.95368	-2.10027
Ahigbé Koffikro	Ivory Coast	5.40755	-3.38023
Ahilyanagar	India	19.09457	74.73843
Ahiri	India	19.41386	80.00359
Ahizabré	Ivory Coast	6.04923	-6.09978
Ahlat	Turkey	38.7489	42.48007
Ahlem	Germany	52.37811	9.66436
Ahlen	Germany	51.76338	7.8887
Ahlerstedt	Germany	53.40675	9.45392
Ahlone	Myanmar	16.78897	96.12649
Ahmadabad Cantonment	India	23.04768	72.60987
Ahmadpur	India	18.70622	76.93731
Ahmadpur East	Pakistan	29.14269	71.25771
Ahmadpur Sial	Pakistan	30.67791	71.74344
Ahmed Bel Hadj	Algeria	36.80146	7.60811
Ahmedabad	India	23.02579	72.58727
Ahmedgarh	India	30.67731	75.82633
Ahmet Taner Kışlalı	Turkey	38.4977	27.08383
Ahmetli	Turkey	38.5196	27.93865
Ahoada	Nigeria	5.0828	6.64981
Ahome	Mexico	25.91985	-109.17338
Ahor	India	25.3687	72.78038
Ahouakro	Ivory Coast	6.11987	-4.87238
